
"    Somalia ","(12)"," Tiger"," APV"," (2017)"," 2017"," (12)"," Possibly second-hand; probably aid"
"   ","4"," Type-05/Jianghu-1"," Frigate"," 1988"," 1991-1992"," 4"," Part of $272 m deal; Thai designation Chao Phraya"
"   ","(25)"," Type-311"," Fire control radar"," 1991"," 1991-1992"," (25)"," For use with 122 Type-74 37mm and possibly 24 Type-59 57mm AA guns"
"   ","122"," Type-74 37mm"," AA gun"," 1991"," 1991-1992"," (122)"," "
"   ","1"," Similan"," Support ship"," 1993"," 1996"," 1"," "
"   ","(28)"," C-801"," Anti-ship missile"," (1999)"," 2000"," 28"," Designation uncertain"
"   ","2"," Pattani"," OPV/frigate"," 2002"," 2005-2006"," 2"," EUR75-80 m ($66-95 m) deal"
"   ","(60)"," C-802/CSS-N-8"," Anti-ship missile"," (2007)"," 2009-2014"," (60)"," For modernized Chao Phraya frigates"
"   ","(4)"," SR-5"," Self-propelled MRL"," (2012)"," 2013"," (4)"," SR-4 version; Thai designation PR-50"
   . . WS-3A 300mm Guided rocket (2012) 2016 (25) For WS-1 (DTi-1) MRL
"   ","(2)"," RA-3"," Arty locating radar"," 2015"," 2016"," (2)"," "
"   ","1"," KS-1A"," SAM system"," 2016"," 2016"," (1)"," KS-1C version"
"   ","(50)"," KS-1A"," SAM"," 2016"," 2016"," (50)"," KS-1C version"
"   ","28"," VT-4"," Tank"," 2016"," 2017"," 28"," THB4.9 b ($140 m) deal"
    C-708UNA Anti-ship missile 2017   For S26T submarine
"   ","1"," S26T"," Submarine"," 2017"," "," "," THB13.5 b ($390 m) deal; delivery planned 2023"
"   ","34"," Type-07P/VN-1"," IFV"," 2017"," "," "," THB2.3 b ($58 m) deal; delivery planned by 2020"
"   ","10"," VT-4"," Tank"," 2017"," "," "," THB2 b ($58 m) deal"
    Yu-8 533mm AS/ASW torpedo 2017   For S26T submarine; designation uncertain (reported as 'torpedo')
"  Timor-Leste ","2"," Type-062/Shanghai"," Patrol craft"," 2008"," 2010"," 2"," $28 m deal; Timor-Leste designation Jaco"
"  Trinidad and Tobago ","1"," Type-718/Haijing"," OPV"," 2015"," 2015"," 1"," Second-hand; Trinidad designation Nelson"
"  Tunisia ","3"," Type-062-1/Haizhui"," Patrol craft"," (1993)"," 1994"," 3"," Modified Haizhui or Huludao; Tunesian designation Utique"
"  Turkmenistan ","(10)"," AR-1"," ASM"," (2015)"," 2016"," (10)"," For CH-3 UCAV/UAV"
"   ","(2)"," CH-3"," UAV/UCAV"," (2015)"," 2016"," (2)"," "
"   ","(10)"," CM-502KG"," ASM"," (2015)"," 2016"," (10)"," For WJ-600 UCAV/UAV"
"   ","(1)"," FM-90"," SAM system"," (2015)"," 2016"," (1)"," "
"   ","(40)"," FM-90"," SAM"," (2015)"," 2016"," (40)"," "
"   ","(1)"," HQ-9"," SAM system"," (2015)"," 2016"," (1)"," "
"   ","(75)"," HQ-9"," SAM"," (2015)"," 2016"," (75)"," "
"   ","(1)"," KS-1A"," SAM system"," (2015)"," 2016"," (1)"," Probably KS-1C version"
"   ","(50)"," KS-1A"," SAM"," (2015)"," 2016"," (50)"," Probably KS-1C version"
"   ","(2)"," WJ-600"," UAV/UCAV"," (2015)"," 2016"," (2)"," "
"   ","(1)"," YLC-18"," Air search radar"," (2015)"," 2016"," (1)"," "
"   ","(1)"," YLC-2"," Air search radar"," (2015)"," 2016"," (1)"," YLC-2V version"
"  UAE ","(20)"," Type-59-1 130mm"," Towed gun"," (1990)"," 1993-1994"," (20)"," "
"   ","(5)"," Wing Loong-1"," UAV/UCAV"," (2011)"," 2013-2014"," (5)"," "
"   ","(5)"," Wing Loong-2"," UAV/UCAV"," 2017"," 2017"," (5)"," "
"  Uganda ","2"," Y-12"," Light transport ac"," (2007)"," 2008"," 2"," Y-12-IV version"
"   ","(5)"," Type-85-IIM"," Tank"," (2008)"," 2008"," (5)"," "
"  Unknown recipient(s) ","(5)"," CH-1"," UAV"," 2003"," 2004"," (5)"," For 'South Asian country'"
"  Venezuela ","(3)"," JYL-1"," Air search radar"," 2005"," 2006-2007"," (3)"," Part of $150 m programme for military-civilian air-surveillance system"
"   ","(7)"," JYL-1"," Air search radar"," (2006)"," 2008-2009"," (7)"," "
"   ","(3)"," JY-11"," Air search radar"," 2008"," 2010-2011"," (3)"," JY-11B version"
"   ","18"," K-8 Karakorum-8"," Trainer/combat ac"," 2008"," 2010"," 18"," "
"   ","(100)"," PL-5E"," SRAAM"," (2008)"," 2010"," (100)"," For K-8 trainer/combat aircraft"
"   ","8"," Y-8"," Transport aircraft"," 2011"," 2012-2014"," 8"," Y-8F-200W version"
"   ","(250)"," Red Arrow-73"," Anti-tank missile"," (2012)"," 2015"," (250)"," Red Arrow-73D version for VN-18 IFV"
"   ","(18)"," SM-4 81mm"," Self-propelled mortar"," 2012"," 2014-2015"," (18)"," Part of $500 m deal"
"   ","(18)"," SR-5"," Self-propelled MRL"," (2012)"," 2014-2015"," (18)"," Part of $500 m deal"
"   ","(40)"," Type-07P/VN-1"," IFV"," 2012"," 2014-2015"," (40)"," Part of $500 m deal; VN-1 version"
"   ","(121)"," VN-4"," APV/APC"," 2012"," 2013-2015"," (121)"," For National Guard"
"   ","(25)"," ZBD-05/VN-18"," IFV"," (2012)"," 2015"," (25)"," Part of $500 m deal; VN-18 version"
"   ","(25)"," ZTD-05/VN-16"," Light tank"," 2012"," 2015"," (25)"," Part of $500 m deal; VN-16 version"
"   ","9"," K-8 Karakorum-8"," Trainer/combat ac"," (2014)"," 2016"," 9"," K-8W or K-8VV version"
    C-802/CSS-N-8 Anti-ship missile 2017   
"  Yemen ","(25)"," C-801"," Anti-ship missile"," (1992)"," 1995"," (25)"," For Huangfen FAC"
"   ","3"," Type-021/Huangfen"," FAC"," (1992)"," 1995"," 3"," Delivery delayed 2 years for financial reasons"
"  Zambia ","(3)"," Y-12"," Light transport ac"," (1994)"," 1996"," (3)"," Y-12 (II) version; no. could be 5"
"   ","8"," K-8 Karakorum-8"," Trainer/combat ac"," (1998)"," 2000"," 8"," "
"   ","(2)"," MA60"," Transport aircraft"," (2005)"," 2006"," (2)"," "
"   ","5"," Y-12"," Light transport ac"," 2006"," 2006-2007"," 5"," Y-12-IV version"
"   ","(5)"," WZ-551"," APC"," (2007)"," 2008"," (5)"," WZ-551B version"
"   ","8"," K-8 Karakorum-8"," Trainer/combat ac"," (2010)"," 2012"," 8"," "
"   ","7"," AS365/AS565 Panther"," Helicopter"," (2011)"," 2012"," (7)"," $105 m deal"
"   ","6"," L-15"," Trainer/combat ac"," (2014)"," 2016-2017"," (6)"," L-15AFT version"
"   ","(50)"," LS-6-500"," Guided bomb"," (2014)"," 2016-2017"," (50)"," For L-15 combat/trainer aircraft"
"   ","(40)"," PL-5E"," SRAAM"," (2014)"," 2016-2017"," (40)"," "
"   ","(50)"," YJ-9E"," ASM"," (2014)"," 2016-2017"," (50)"," For L-15 combat/trainer aircraft"
"  Zimbabwe ","2"," F-7A/J-7"," Fighter aircraft"," (1990)"," 1991"," 2"," FT-7BZ version"
"   ","(10)"," Type-85"," APC"," (2004)"," 2004"," (10)"," "
"   ","(10)"," Type-85 IFV"," IFV"," (2004)"," 2004"," (10)"," "
"   ","(5)"," Type-89/ZSD-89"," APC"," (2004)"," 2004"," (5)"," ARV version"
"   ","6"," K-8 Karakorum-8"," Trainer/combat ac"," 2005"," 2005"," 6"," Bought after UK refused to sell spare parts for Hawk trainer/combat aircraft in service in Zimbabwe"
"   ","6"," K-8 Karakorum-8"," Trainer/combat ac"," 2006"," 2006"," 6"," "

d\plain \s6\sb100\sl220\brdrt\brdrs \tqr \tx12860 \f20\fs8 
 

d\plain \s2\fi-9060\li9060\ri-40\sl220\tx280\tqr
\tx2080\tx2520\tx4440\tx6140\tx6860\tqr\tx8500\tx8920 \f20\fs18 
{\plain \f20 
 }

d\plain \s3\qj\fi220\sl280 \f20\fs22 {\plain \f20 
 }}

