Company,Parent Company,Penalty Amount,Subtraction From Penalty,Penalty Amount Adjusted For Eliminating Multiple Counting,Penalty Year,Penalty Date,Primary Offense,Secondary Offense,Description,Level of Government,Action Type,Agency,Court,Civil/Criminal,Prosecution Agreement,Case ID,Private Litigation Case Title,Lawsuit Resolution,Facility State,City,Address,Zip,NAICS Code,NAICS Translation,HQ Country of Parent,HQ State of Parent,Ownership Structure,Major Industry of Parent,Specific Industry of Parent,Info Source,Info Source Archive URL,PACER Link,Captured Document,EPA/OSHA More Info Link,Notes,Penalty_Year_Date_Time
saint joseph health system inc.,catholic health initiatives,16500000,0,16500000,2014,2014-01-29,False Claims Act,,Saint Joseph Health System Inc. agreed to pay $16.5 million to resolve allegations that Saint Joseph Hospital violated the False Claims Act by submitting false claims to the Medicare and Kentucky Medicaid programs for a variety of medically unnecessary cardiac procedures.,federal,agency action,Justice Department Civil Division,,civil,,,,,Kentucky,London,,,,,USA,Colorado,non-profit,healthcare services,hospitals,https://www.justice.gov/opa/pr/kentucky-hospital-agrees-pay-government-165-million-settle-allegations-unnecessary-cardiac,screenshot_193802.png,,,,,2014-01-01
"hca health services of virginia, inc.",hca holdings,8247,0,8247,2017,2017-08-28,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,342593993,,,Virginia,RICHMOND,RETREAT DOCTORS' HOSPITAL2621GROVE AVENUE,23220,622110.0,622110: General Medical and Surgical Hospitals,USA,Tennessee,publicly traded,healthcare services,healthcare services,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=1259399.015,,2017-01-01
mclaren regional medical ctr,mclaren health care,8250,0,8250,2004,2004-06-15,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,304865579,,,Michigan,FLINT,401 S BALLENGER HWY,48532,622110.0,622110: General Medical and Surgical Hospitals,USA,Michigan,non-profit,healthcare services,hospitals,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=304865579,,2004-01-01
santa rosa memorial hospital,saint joseph health,50000,0,50000,2015,2015-12-21,HHS civil monetary penalties,,"Santa Rosa Memorial Hospital entered into a $50,000 settlement agreement to resolve allegations that it violated the Emergency Medical Treatment and Labor Act when it failed to provide an appropriate medical screening examination and stabilizing treatment to a patient found on its property.",federal,agency action,Health & Human Services Department Office of Inspector General,,civil,,,,,California,Santa Rosa,,,,,USA,California,non-profit,healthcare services,hospitals,https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp,screenshot_194053.png,,,,,2015-01-01
"fresenius usa manufacturing, inc.",fresenius,12920,0,12920,2017,2017-08-11,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,342547726,,,Ohio,OREGON,750 N. LALLENDORF,43616,325412.0,325412: Pharmaceutical Preparation Manufacturing,Germany,,publicly traded,healthcare services,healthcare services,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=1254772.015,,2017-01-01
scan health plan,scan health plan,127950,0,127950,2017,2017-02-24,Medicare Parts C and D Enforcement Action,,,federal,agency action,Centers for Medicare & Medicaid Services,,civil,,,,,,,,,,,USA,California,non-profit,healthcare services,insurance; managed care,https://www.cms.gov/Medicare/Compliance-and-Audits/Part-C-and-Part-D-Compliance-and-Audits/Downloads/SCAN_CMP_Notice_02_24_17.pdf,,,,,,2017-01-01
"schaller anderson, inc.",aetna,12627,0,12627,2006,2006-06-03,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1417366,,,Arizona,Phoenix,,85040,541611.0,541611: Administrative Management and General Management Consulting Services,USA,Connecticut,publicly traded,healthcare services,insurance; managed care,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2006-01-01
scripps health,scripps health,5600000,0,5600000,2015,2015-10-30,False Claims Act,,The Department of Justice reached 70 settlements involving 457 hospitals in 43 states for more than $250 million related to cardiac devices that were implanted in Medicare patients in violation of Medicare coverage requirements.,federal,agency action,Justice Department Civil Division,,civil,,,,,,,,,,,USA,California,non-profit,healthcare services,hospitals,https://www.justice.gov/opa/pr/nearly-500-hospitals-pay-united-states-more-250-million-resolve-false-claims-act-allegations,screenshot_193631.png,,,,,2015-01-01
scripps health,scripps health,3800000,0,3800000,2002,2002-06-04,False Claims Act,,Seven hospitals agreed to pay the United States more than $6.3 million to settle allegations that the facilities unlawfully charged federal health care programs for surgical procedures using experimental cardiac devices.,federal,agency action,Justice Department Civil Division,,civil,,,,,California,,,,,,USA,California,non-profit,healthcare services,hospitals,https://www.justice.gov/archive/opa/pr/2002/June/02_civ_330.htm,,,,,,2002-01-01
select medical corp.,select medical holdings,10539,0,10539,2009,2009-03-19,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1537193,,,Arkansas,Little Rock,,72205,9660.0,,USA,Pennsylvania,publicly traded,healthcare services,healthcare services,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2009-01-01
select medical corporation,select medical holdings,18949,0,18949,2010,2010-09-08,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1595792,,,Arkansas,North Little Rock,,72116,9660.0,,USA,Pennsylvania,publicly traded,healthcare services,healthcare services,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2010-01-01
select medical corporation,select medical holdings,9314,0,9314,2007,2007-03-29,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1473059,,,Indiana,Evansville,,47713,622310.0,622310: Specialty (except Psychiatric and Substance Abuse) Hospitals,USA,Pennsylvania,publicly traded,healthcare services,healthcare services,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2007-01-01
select medical corporation,select medical holdings,5325,0,5325,2009,2009-09-05,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1552531,,,Georgia,Atlanta,,30304,56131.0,56131: Employment Placement Agencies,USA,Pennsylvania,publicly traded,healthcare services,healthcare services,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2009-01-01
"senior living properties, llc",brookdale senior living,42500,0,42500,2013,2013-03-18,employment discrimination,,religion,federal,agency action,Equal Employment Opportunity Commission,,civil,,,,,Texas,,,,,,USA,Tennessee,publicly traded,healthcare services,healthcare services,https://www.eeoc.gov/eeoc/newsroom/release/3-18-13.cfm,screenshot_211832.png,,,,Description field shows type of discrimination that EEOC had alleged.,2013-01-01
"senior living properties, llc",brookdale senior living,24872,0,24872,2010,2010-10-13,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1588953,,,Texas,Paris,,75460,917.0,,USA,Tennessee,publicly traded,healthcare services,healthcare services,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2010-01-01
"senior living properties, llc",brookdale senior living,21191,0,21191,2014,2014-11-15,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1747201,,,Texas,San Angelo,,76903,623110.0,623110: Nursing Care Facilities,USA,Tennessee,publicly traded,healthcare services,healthcare services,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2014-01-01
"senior living properties, llc,",brookdale senior living,18000,0,18000,2005,2005-11-03,HHS civil monetary penalties,,,federal,agency action,Health & Human Services Department Office of Inspector General,,civil,,,,,Texas,,,,,,USA,Tennessee,publicly traded,healthcare services,healthcare services,FOIA289,FOIA289.pdf,,,,Source document obtained through a Freedom of Information Act request to the agency.,2005-01-01
sentara healthcare,sentara healthcare,2100000,0,2100000,2016,2016-02-17,False Claims Act,,The Department of Justice announced that it  reached settlements with 51 hospitals in 15 states for more than $23 million related to cardiac devices that were implanted in Medicare patients in violation of Medicare coverage requirements.,federal,agency action,Justice Department Civil Division,,civil,,,,,,,,,,,USA,Virginia,non-profit,healthcare services,hospitals,https://www.justice.gov/opa/pr/fifty-one-hospitals-pay-united-states-more-23-million-resolve-false-claims-act-allegations,screenshot_193606.png,,,,,2016-01-01
ashland hospital corporation,ashland hospital corp.,11250,0,11250,2017,2017-06-20,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,342428091,,,Kentucky,WESTWOOD,2201 LEXINGTON AVENUE,41101,622110.0,622110: General Medical and Surgical Hospitals,USA,Kentucky,non-profit,healthcare services,hospitals,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=1242809.015,,2017-01-01
laboratory corporation of america holdings,laboratory corp. of america,5500,0,5500,2012,2012-11-20,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,337460810,,,New York,SCHENECTADY,1336 UNION ST.,12308,621511.0,621511: Medical Laboratories,USA,North Carolina,publicly traded,healthcare services,healthcare services,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=746081.015,,2012-01-01
"extendicare health services, inc.",extendicare,5000,0,5000,2012,2012-11-01,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,337164594,,,Pennsylvania,COOPERSBURG,7650 ROUTE 309,18036,623110.0,623110: Nursing Care Facilities,Canada,,publicly traded,healthcare services,long-term care facilities,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=716459.015,,2012-01-01
"signature healthcare, llc",signature healthcare,104747,0,104747,2010,2010-10-18,HHS civil monetary penalties,,"Signature Healthcare, LLC  agreed to pay $104,747.06 for allegedly violating the Civil Monetary Penalties Law by employing an individual that it knew or should have known was excluded from participation in Federal health care programs.",federal,agency action,Health & Human Services Department Office of Inspector General,,civil,,,,,California,,,,,,USA,Kentucky,privately held,healthcare services,rehabilitation and skilled nursing facilities,https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp,screenshot_194053.png,,,,,2010-01-01
new york presbyterian hospital,newyork-presbyterian,5500,0,5500,2012,2012-10-11,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,337090641,,,New York,NEW YORK,525 EAST 68 STREET,10065,622110.0,622110: General Medical and Surgical Hospitals,USA,New York,non-profit,healthcare services,hospitals,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=709064.015,,2012-01-01
"extendicare health facilities, inc. dba ivy court",extendicare,9600,0,9600,2001,2001-10-23,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,303953418,,,Idaho,COEUR D'ALENE,2200 IRONWOOD PLACE,83814,0.0,,Canada,,publicly traded,healthcare services,long-term care facilities,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=303953418,,2001-01-01
mercy franciscan at west park,mercy health,6500,0,6500,2012,2012-10-18,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,336924204,,,Ohio,CINCINNATI,2950 WEST PARK DRIVE,45238,623110.0,623110: Nursing Care Facilities,USA,Ohio,non-profit,healthcare services,hospitals,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=692420.015,,2012-01-01
united hospital,allina health system,7700,0,7700,2000,2000-11-21,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,303888192,,,Minnesota,00363421,333 NORTH SMITH,55102,0.0,,USA,Minnesota,non-profit,healthcare services,hospitals,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=303888192,,2000-01-01
almost family inc.,almost family inc.,5772,0,5772,2017,2017-04-10,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,342236999,,,New York,OLEAN,2211 WEST STATE STREET,14760,621610.0,621610: Home Health Care Services,USA,Kentucky,publicly traded,healthcare services,home health services,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=1223699.015,,2017-01-01
southland management  llc,ensign group,19566,0,19566,2012,2012-01-15,wage and hour violation,work visa violations,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1637074,,,California,Norwalk,,90650,623110.0,623110: Nursing Care Facilities,USA,California,publicly traded,healthcare services,skilled nursing facilities,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2012-01-01
"senior living properties, llc",brookdale senior living,7200,0,7200,2012,2012-08-29,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,336050380,,,Texas,SNYDER,5311 BIG SPRING HWY.,79549,623110.0,623110: Nursing Care Facilities,USA,Tennessee,publicly traded,healthcare services,healthcare services,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=605038.015,,2012-01-01
christus spohn hospital memorial,christus health,5715,0,5715,2000,2000-09-19,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,303681787,,,Texas,CORPUS CHRISTI,2606 HOSPITAL BLVD.,78408,0.0,,USA,Texas,non-profit,healthcare services,hospitals,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=303681787,,2000-01-01
ssm depaul health center,ssm health,10000,0,10000,2003,2003-11-12,HHS civil monetary penalties,,,federal,agency action,Health & Human Services Department Office of Inspector General,,civil,,,,,Missouri,,,,,,USA,Missouri,non-profit,healthcare services,hospitals,FOIA402,FOIA402.pdf,,,,Source document obtained through a Freedom of Information Act request to the agency.,2003-01-01
ssm health care corporation,ssm health,4100000,0,4100000,2015,2015-10-30,False Claims Act,,The Department of Justice reached 70 settlements involving 457 hospitals in 43 states for more than $250 million related to cardiac devices that were implanted in Medicare patients in violation of Medicare coverage requirements.,federal,agency action,Justice Department Civil Division,,civil,,,,,,,,,,,USA,Missouri,non-profit,healthcare services,hospitals,https://www.justice.gov/opa/pr/nearly-500-hospitals-pay-united-states-more-250-million-resolve-false-claims-act-allegations,screenshot_193631.png,,,,,2015-01-01
ssm health care - st. louis,ssm health,539779,0,539779,2008,2008-11-30,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1538229,,,Missouri,Bridgeton,,63044,62211.0,62211: General Medical and Surgical Hospitals,USA,Missouri,non-profit,healthcare services,hospitals,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2008-01-01
ssm health care - st. louis,ssm health,448094,0,448094,2008,2008-11-30,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1538232,,,Missouri,Saint Louis,,63117,62211.0,62211: General Medical and Surgical Hospitals,USA,Missouri,non-profit,healthcare services,hospitals,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2008-01-01
ssm health care - st. louis,ssm health,260842,0,260842,2008,2008-11-30,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1536411,,,Missouri,Saint Louis,,63104,62211.0,62211: General Medical and Surgical Hospitals,USA,Missouri,non-profit,healthcare services,hospitals,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2008-01-01
ssm health care - st. louis,ssm health,159185,0,159185,2008,2008-11-30,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1538230,,,Missouri,Saint Charles,,63301,62211.0,62211: General Medical and Surgical Hospitals,USA,Missouri,non-profit,healthcare services,hospitals,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2008-01-01
ssm health care - st. louis,ssm health,158129,0,158129,2008,2008-11-30,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1538231,,,Missouri,Saint Louis,,63122,62211.0,62211: General Medical and Surgical Hospitals,USA,Missouri,non-profit,healthcare services,hospitals,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2008-01-01
ssm health care - st. louis,ssm health,75623,0,75623,2012,2012-12-06,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1677397,,,Missouri,Bridgeton,,63044,622110.0,622110: General Medical and Surgical Hospitals,USA,Missouri,non-profit,healthcare services,hospitals,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2012-01-01
ssm health care - st. louis,ssm health,68965,0,68965,2008,2008-11-30,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1538233,,,Missouri,Saint Louis,,63132,62211.0,62211: General Medical and Surgical Hospitals,USA,Missouri,non-profit,healthcare services,hospitals,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2008-01-01
ssm health care - st. louis,ssm health,52270,0,52270,2013,2013-01-08,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1680864,,,Missouri,Saint Louis,,63117,622110.0,622110: General Medical and Surgical Hospitals,USA,Missouri,non-profit,healthcare services,hospitals,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2013-01-01
ssm health care - st. louis,ssm health,12079,0,12079,2013,2013-01-08,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1680865,,,Missouri,Fenton,,63026,622110.0,622110: General Medical and Surgical Hospitals,USA,Missouri,non-profit,healthcare services,hospitals,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2013-01-01
ssm health care - st. louis,ssm health,11841,0,11841,2013,2013-01-08,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1681572,,,Missouri,Saint Charles,,63301,622110.0,622110: General Medical and Surgical Hospitals,USA,Missouri,non-profit,healthcare services,hospitals,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2013-01-01
ssm health care - st. louis (network),ssm health,103139,0,103139,2008,2008-10-31,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1529026,,,Missouri,Lake Saint Louis,,63367,62211.0,62211: General Medical and Surgical Hospitals,USA,Missouri,non-profit,healthcare services,hospitals,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2008-01-01
ssm st. joseph hospital kirkwood,ssm health,9000,0,9000,2002,2002-12-13,labor relations violation,,back pay award in unfair labor practices case,federal,agency action,National Labor Relations Board,,civil,,14-CA-27048-001,,,Missouri,Kirkwood,,63122,622110.0,622110: General Medical and Surgical Hospitals,USA,Missouri,non-profit,healthcare services,hospitals,Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml,,,,,,2002-01-01
"st. francis hospital, inc.",bon secours health system,9491191,0,9491191,2004,2004-02-11,HHS civil monetary penalties,,,federal,agency action,Health & Human Services Department Office of Inspector General,,civil,,,,,South Carolina,,,,,,USA,Maryland,non-profit,healthcare services,hospitals,FOIA303,FOIA303.pdf,,,,Source document obtained through a Freedom of Information Act request to the agency.,2004-01-01
st. francis hospital,franciscan alliance,3158629,0,3158629,2009,2009-09-29,False Claims Act,,Six hospitals in Indiana and Alabama have agreed to pay the United States more than $8 million to settle allegations that the health care facilities submitted false claims to Medicare.,federal,agency action,Justice Department Civil Division,,civil,,,,,Indiana,Beech Grove,,,,,USA,Indiana,non-profit,healthcare services,hospitals,https://www.justice.gov/opa/pr/indiana-and-alabama-hospitals-pay-us-over-8-million-settle-false-claims-act-allegations,,,,,,2009-01-01
